celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_judge_count,week1_percent_score,week1_judge_rank,week2_total_score,week2_judge_count,week2_percent_score,week2_judge_rank,week3_total_score,week3_judge_count,week3_percent_score,week3_judge_rank,week4_total_score,week4_judge_count,week4_percent_score,week4_judge_rank,week5_total_score,week5_judge_count,week5_percent_score,week5_judge_rank,week6_total_score,week6_judge_count,week6_percent_score,week6_judge_rank,week7_total_score,week7_judge_count,week7_percent_score,week7_judge_rank,week8_total_score,week8_judge_count,week8_percent_score,week8_judge_rank,week9_total_score,week9_judge_count,week9_percent_score,week9_judge_rank,week10_total_score,week10_judge_count,week10_percent_score,week10_judge_rank,week11_total_score,week11_judge_count,week11_percent_score,week11_judge_rank,score_std_dev,avg_judge_rank,partner_avg_placement,industry_prevalence,total_fan_saves_bottom1,total_fan_saves_bottom2,total_fan_saves_bottom3,avg_judge_score
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5.0,4.0,4.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,5.0,,7.0,7.0,7.0,,6.0,6.5,6.5,,6.5,6.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,13.0,3,0.4333333333333333,11.0,21.0,3,0.7,6.0,21.0,3,0.7,6.0,21.0,3,0.7,5.0,17.0,3,0.5666666666666667,7.0,21.0,3,0.7,6.0,19.0,3,0.6333333333333333,6.0,19.0,3,0.6333333333333333,5.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.8284271247461903,6.5,0.542289886039886,61,2,4,4,6.333333333333333
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.5,10.0,,9.5,9.0,9.0,,10.0,10.0,10.0,,9.6666,9.3333,9.6666,,,,,,24.0,3,0.8,1.0,24.0,3,0.8,3.0,24.0,3,0.8,1.0,28.0,3,0.9333333333333332,1.0,25.0,3,0.8333333333333334,3.0,27.0,3,0.9,3.0,29.5,3,0.9833333333333332,1.0,27.5,3,0.9166666666666666,2.0,30.0,3,1.0,1.0,28.6665,3,0.95555,2.0,,0,,,2.350713840162884,1.8,0.5161192973692973,61,0,0,0,8.922216666666666
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,0.5,10.0,21.0,3,0.7,6.0,24.0,3,0.8,1.0,16.0,3,0.5333333333333333,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,4.242640687119285,6.0,0.6298229548229548,67,0,1,1,6.333333333333333
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,9.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,5.0,21.0,3,0.7,5.0,23.0,3,0.7666666666666667,7.0,27.0,3,0.9,2.0,26.0,3,0.8666666666666667,3.0,25.0,3,0.8333333333333334,4.0,25.5,3,0.85,5.0,25.5,3,0.85,3.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.29906813420444,4.25,0.6446810764992583,128,0,1,1,8.083333333333334
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,8.0,8.0,8.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,8.0,9.0,9.0,,8.0,7.0,7.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,3,0.8,3.0,21.0,3,0.7,5.0,27.0,3,0.9,1.0,26.0,3,0.8666666666666667,5.0,26.0,3,0.8666666666666667,3.0,22.0,3,0.7333333333333333,7.0,25.0,3,0.8333333333333334,6.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.225394561056747,4.285714285714286,0.6298229548229548,128,1,1,1,8.142857142857142
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,10.0,,9.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.0,3,0.8666666666666667,1.0,26.0,3,0.8666666666666667,2.0,27.0,3,0.9,1.0,30.0,3,1.0,1.0,28.0,3,0.9333333333333332,2.0,25.0,3,0.8333333333333334,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,1.7888543819998317,1.8333333333333333,0.4148054326625755,128,0,0,0,9.0
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,10.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.5,8.5,9.5,,8.5,8.5,8.0,,9.5,10.0,9.5,,0.0,0.0,0.0,,,,,,21.0,3,0.7,5.0,21.0,3,0.7,5.0,26.0,3,0.8666666666666667,4.0,27.0,3,0.9,2.0,25.0,3,0.8333333333333334,5.0,27.0,3,0.9,3.0,26.5,3,0.8833333333333333,2.0,25.0,3,0.8333333333333334,4.0,29.0,3,0.9666666666666668,3.0,0.0,3,0.0,,,0,,,2.7054471801246542,3.6666666666666665,0.23347730700671876,128,0,1,2,8.425925925925926
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,0.6,11.0,21.0,3,0.7,5.0,21.0,3,0.7,8.0,23.0,3,0.7666666666666667,8.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.0615528128088303,8.0,0.542289886039886,95,0,1,2,6.916666666666667
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,0.5333333333333333,12.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,,12.0,0.6814102564102564,17,0,0,0,5.333333333333333
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,5.0,21.0,3,0.7,5.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,0.0,5.0,0.6593531468531468,17,0,0,0,7.0
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,9.0,10.0,9.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,10.0,10.0,10.0,,9.0,9.3333,9.6666,,,,,,25.0,3,0.8333333333333334,2.0,27.0,3,0.9,1.0,24.0,3,0.8,6.0,27.0,3,0.9,2.0,23.0,3,0.7666666666666667,6.0,28.0,3,0.9333333333333332,2.0,26.0,3,0.8666666666666667,3.0,28.5,3,0.95,1.0,30.0,3,1.0,1.0,27.999900000000004,3,0.93333,2.0,,0,,,2.1608827930835224,2.6,0.33869463869463867,4,0,1,1,8.88333
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,24.0,3,0.8,3.0,23.0,3,0.7666666666666667,4.0,27.0,3,0.9,1.0,26.0,3,0.8666666666666667,5.0,29.0,3,0.9666666666666668,1.0,30.0,3,1.0,1.0,27.0,3,0.9,1.0,28.0,3,0.9333333333333332,2.0,30.0,3,1.0,1.0,28.3332,3,0.94444,1.0,,0,,,2.362509024462482,2.0,0.48089263677498967,61,0,0,0,9.077773333333333
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,0.6333333333333333,10.0,15.0,3,0.5,11.0,18.0,3,0.6,10.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.081665999466133,10.333333333333334,0.45102797202797207,61,1,1,2,5.777777777777778
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,21.0,3,0.7,5.0,24.0,3,0.8,3.0,26.0,3,0.8666666666666667,4.0,26.0,3,0.8666666666666667,5.0,21.0,3,0.7,7.0,23.0,3,0.7666666666666667,6.0,26.0,3,0.8666666666666667,3.0,24.5,3,0.8166666666666667,5.0,28.0,3,0.9333333333333332,4.0,23.0,3,0.7666666666666667,3.0,,0,,,2.3003622903070435,4.5,0.7438852813852813,61,3,4,4,8.083333333333334
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,5.0,18.0,3,0.6,10.0,20.0,3,0.6666666666666666,9.0,22.0,3,0.7333333333333333,9.0,21.0,3,0.7,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,1.5165750888103102,8.0,0.5161192973692973,67,1,3,3,6.8
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,7.5,7.5,8.0,,10.0,9.0,9.5,,9.5,9.0,9.5,,9.0,8.0,9.0,,,,,,21.0,3,0.7,6.0,20.0,3,0.6666666666666666,8.0,25.0,3,0.8333333333333334,3.0,26.0,3,0.8666666666666667,4.0,23.0,3,0.7666666666666667,5.0,27.0,3,0.9,3.0,23.0,3,0.7666666666666667,6.0,28.5,3,0.95,1.0,28.0,3,0.9333333333333332,2.0,26.0,3,0.8666666666666667,3.0,,0,,,2.8987545218210147,4.1,0.45102797202797207,128,1,1,2,8.25
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,0.6,8.0,16.0,3,0.5333333333333333,11.0,21.0,3,0.7,6.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.516611478423584,8.333333333333334,0.6593531468531468,128,0,1,1,6.111111111111111
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,3,0.8,2.0,21.0,3,0.7,6.0,26.0,3,0.8666666666666667,2.0,22.0,3,0.7333333333333333,8.0,21.0,3,0.7,8.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.16794833886788,5.2,0.6030753337571519,128,0,1,1,7.6
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,3,0.7333333333333333,4.0,24.0,3,0.8,4.0,21.0,3,0.7,6.0,24.0,3,0.8,5.0,22.0,3,0.7333333333333333,7.0,21.0,3,0.7,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,1.3662601021279464,5.5,0.5833333333333334,128,0,1,1,7.444444444444445
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,6.0,24.0,3,0.8,4.0,24.0,3,0.8,4.0,28.0,3,0.9333333333333332,3.0,23.0,3,0.7666666666666667,5.0,24.0,3,0.8,5.0,25.5,3,0.85,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.1574897229794407,4.428571428571429,0.23347730700671876,128,0,0,1,8.071428571428571
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.5,8.5,,8.5,8.0,8.5,,8.5,9.0,8.5,,0.0,0.0,0.0,,,,,,18.0,3,0.6,8.0,21.0,3,0.7,6.0,19.0,3,0.6333333333333333,10.0,24.0,3,0.8,5.0,24.0,3,0.8,4.0,26.0,3,0.8666666666666667,4.0,26.0,3,0.8666666666666667,3.0,25.0,3,0.8333333333333334,5.0,26.0,3,0.8666666666666667,4.0,0.0,3,0.0,,,0,,,3.1135902820449006,5.444444444444445,0.6298229548229548,128,2,2,2,7.7407407407407405
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,22.0,3,0.7333333333333333,4.0,27.0,3,0.9,1.0,23.0,3,0.7666666666666667,5.0,29.0,3,0.9666666666666668,1.0,27.0,3,0.9,2.0,24.0,3,0.8,5.0,27.5,3,0.9166666666666666,1.0,26.0,3,0.8666666666666667,4.0,27.5,3,0.9166666666666666,3.0,28.5,3,0.95,2.0,,0,,,2.369364659331461,2.8,0.6446810764992583,95,0,2,3,8.716666666666667
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,27.0,3,0.9,1.0,27.0,3,0.9,1.0,27.0,3,0.9,1.0,29.0,3,0.9666666666666668,1.0,29.0,3,0.9666666666666668,1.0,30.0,3,1.0,1.0,27.0,3,0.9,2.0,27.5,3,0.9166666666666666,2.0,28.5,3,0.95,1.0,30.0,3,1.0,1.0,,0,,,1.2516655570345725,1.2,0.4148054326625755,95,0,0,0,9.4
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,0.5,11.0,15.0,3,0.5,12.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,0.0,11.5,0.7438852813852813,95,1,1,1,5.0
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,0.5333333333333333,10.0,17.0,3,0.5666666666666667,10.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,0.7071067811865476,10.0,0.5161192973692973,1,0,1,1,5.5
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,0.5,11.0,19.0,3,0.6333333333333333,9.0,21.0,3,0.7,6.0,19.0,3,0.6333333333333333,9.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.516611478423583,8.75,0.33869463869463867,4,1,1,1,6.166666666666667
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,3,0.8,2.0,26.0,3,0.8666666666666667,3.0,21.0,3,0.7,6.0,24.0,3,0.8,5.0,27.0,3,0.9,2.0,28.0,3,0.9333333333333332,2.0,25.5,3,0.85,4.0,26.5,3,0.8833333333333333,3.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.2038926600773587,3.375,0.542289886039886,61,0,0,1,8.416666666666666
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.5,3,0.6166666666666667,8.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,,8.0,0.9230769230769231,128,0,0,0,6.166666666666667
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,0.5333333333333333,12.0,15.0,3,0.5,11.0,16.0,3,0.5333333333333333,9.0,22.0,3,0.7333333333333333,5.0,21.0,3,0.7,7.0,15.0,3,0.5,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,3.146426544510455,8.5,0.6025641025641025,128,3,4,4,5.833333333333333
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.5,3,0.6166666666666667,8.0,21.0,3,0.7,4.0,21.0,3,0.7,6.0,24.0,3,0.8,3.0,22.0,3,0.7333333333333333,5.0,23.0,3,0.7666666666666667,4.0,24.0,3,0.8,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,1.966989481173608,4.857142857142857,0.6298229548229548,128,0,0,1,7.309523809523809
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,20.5,3,0.6833333333333333,6.0,21.0,3,0.7,4.0,21.0,3,0.7,6.0,23.0,3,0.7666666666666667,4.0,28.0,3,0.9333333333333332,2.0,23.0,3,0.7666666666666667,4.0,22.0,3,0.7333333333333333,5.0,24.0,3,0.8,4.0,23.0,3,0.7666666666666667,4.0,0.0,3,0.0,,,0,,,2.2638462845343543,4.333333333333333,0.33869463869463867,128,1,2,2,7.611111111111111
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,5.0,21.0,3,0.7,4.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,0.0,4.5,0.48089263677498967,95,0,0,0,7.0
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,3,0.65,7.0,19.0,3,0.6333333333333333,8.0,24.0,3,0.8,3.0,20.0,3,0.6666666666666666,8.0,27.0,3,0.9,3.0,21.0,3,0.7,6.0,25.0,3,0.8333333333333334,2.0,24.0,3,0.8,4.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,2.94518371971209,5.125,0.45102797202797207,95,0,2,2,7.479166666666667
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,21.5,3,0.7166666666666667,3.0,24.0,3,0.8,1.0,25.0,3,0.8333333333333334,2.0,22.0,3,0.7333333333333333,5.0,25.0,3,0.8333333333333334,4.0,25.0,3,0.8333333333333334,3.0,21.0,3,0.7,6.0,27.0,3,0.9,2.0,24.5,3,0.8166666666666667,2.0,27.5,3,0.9166666666666666,2.0,,0,,,2.188987589427283,3.0,0.5161192973692973,95,1,1,3,8.083333333333334
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,12.0,3,0.4,13.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,,13.0,0.6446810764992583,12,0,0,0,4.0
